	A_no_bat_NonAdap	A_no_bat_Adap	A_combat_cov_NonAdap	A_combat_cov_adap	A_combat_wo_cov_NonAdap	A_combat_wo_cov_adap	A_combat_wo_cov_NonAdap_nofilter	A_combat_wo_cov_adap_no_filter	B_dwd_bild_f	B_dwd_bild	B_combat_wo_cov_f	B_combat_cov_f	A_dwd_bild_NonAdaptive_f	A_dwd_bild_Adaptive_f
TCGA-A8-A09V-01A-11R-A034-07	0.584308593	0.450436915	0.102415273	0.397510853	0.184915348	0.159246349	0.204953485	0.217842998	0.0551134	0.0544441	0.3757932	0.0834402	0.073056816	0.449902271
TCGA-A8-A09W-01A-11R-A00Z-07	0.555382835	0.486729596	0.193022105	0.528839501	0.238715178	0.27049761	0.266350951	0.245324679	0.200667	0.1982286	0.5695127	0.1303322	0.123551778	0.525405804
TCGA-A8-A09X-01A-11R-A00Z-07	0.594640847	0.499183612	0.10744051	0.461446638	0.253548715	0.247917323	0.276241559	0.256781139	0.3352041	0.3320608	0.6847717	0.2357901	0.137293933	0.520209519
TCGA-A8-A09Z-01A-11R-A00Z-07	0.120072131	0.127732124	0.094275522	0.471269246	0.232808687	0.220763767	0.293020079	0.279446489	0.0693314	0.0682805	0.548886	0.0521773	0.028190453	0.146647593
TCGA-A8-A0A1-01A-11R-A00Z-07	0.517552669	0.462391871	0.113060837	0.47866383	0.238393204	0.248373926	0.236047078	0.24182474	0.0523147	0.0526774	0.3920993	0.1032554	0.05203687	0.372065376
TCGA-A8-A0A2-01A-11R-A034-07	0.605733798	0.519463451	0.140027531	0.464713153	0.221851956	0.185396556	0.229770994	0.253053658	0.0826467	0.0814199	0.5277688	0.1183317	0.095491742	0.478570265
TCGA-A8-A0A4-01A-11R-A00Z-07	0.490477705	0.404577208	0.05133419	0.414428355	0.310387601	0.280241243	0.300806102	0.316125626	0.0734428	0.0739085	0.253065	0.0992012	0.066482216	0.384226482
TCGA-A8-A0A6-01A-12R-A056-07	0.488702295	0.420410625	0.077495198	0.436494857	0.262718261	0.224321546	0.246701885	0.25808594	0.0553108	0.0556923	0.2830864	0.0957259	0.055157632	0.360911804
TCGA-A8-A0A7-01A-11R-A00Z-07	0.528313068	0.548540928	0.141915717	0.495210434	0.342201792	0.339010428	0.339034424	0.327881332	0.570948	0.5682582	0.7060981	0.3889443	0.062924145	0.382141914
TCGA-A8-A0A9-01A-11R-A00Z-07	0.528838308	0.463457587	0.133992837	0.489305966	0.323450913	0.336505638	0.334507675	0.322494526	0.0742671	0.0733441	0.5600948	0.0954889	0.071919442	0.412443765
TCGA-A8-A0AB-01A-11R-A034-07	0.664166563	0.57977354	0.098249344	0.451001776	0.263842837	0.216217332	0.27241727	0.29023478	0.1831638	0.1806625	0.4390381	0.1489941	0.17408868	0.568913239
TCGA-A8-A0AD-01A-11R-A056-07	0.7671178	0.636100299	0.141122554	0.490527566	0.372176781	0.347859945	0.351351761	0.385254078	0.2069591	0.2042818	0.5800313	0.2703491	0.132207378	0.540625308
TCGA-AC-A23C-01A-12R-A169-07	0.366970261	0.313704591	0.094724088	0.454666268	0.175673883	0.169958834	0.160060905	0.188545885	0.1332858	0.1336839	0.3499144	0.1609388	0.045365619	0.347562137
TCGA-AC-A23E-01A-11R-A157-07	0.704428639	0.610403836	0.112511155	0.449037734	0.373022747	0.389363781	0.361732097	0.365633846	0.1101809	0.1098291	0.6102564	0.1615127	0.155128945	0.561252334
TCGA-AC-A23G-01A-11R-A213-07	0.721006143	0.647818533	0.10837848	0.465292037	0.484780121	0.462782262	0.449337037	0.4650259	0.2643236	0.2639136	0.7065799	0.2960906	0.143145938	0.554678266
TCGA-AC-A23H-01A-11R-A157-07	0.726040629	0.671692426	0.110043202	0.462781833	0.434338051	0.435226324	0.450209844	0.441761341	0.7722925	0.7720865	0.8244453	0.5028302	0.150099485	0.571808109
TCGA-AC-A2B8-01A-11R-A17B-07	0.562652189	0.478052012	0.079583997	0.469695791	0.381566469	0.345292478	0.34615839	0.374791168	0.0871718	0.0877078	0.3831561	0.1111496	0.062521616	0.405184327
TCGA-AC-A2BK-01A-11R-A21T-07	0.772156286	0.686037293	0.122223878	0.447119808	0.266636441	0.26286135	0.334625769	0.294350145	0.1790361	0.1772099	0.553995	0.0807126	0.31294095	0.687450384
TCGA-AC-A2BM-01A-11R-A21T-07	0.390441747	0.248695696	0.081885888	0.376057503	0.150686383	0.156577621	0.168818784	0.162617635	0.0988192	0.0974571	0.5074877	0.0564404	0.03217417	0.310243994
TCGA-AC-A2FB-01A-11R-A17B-07	0.494239539	0.392059535	0.069987937	0.432198972	0.188919961	0.196208568	0.18318574	0.199749684	0.3008541	0.3005546	0.2783582	0.3882234	0.046725619	0.350153471
TCGA-AC-A2FE-01A-11R-A19W-07	0.514739624	0.394013746	0.10494493	0.470862743	0.321379575	0.279357325	0.273996234	0.307007426	0.1029896	0.1035247	0.3614785	0.1302347	0.046704327	0.353371436
TCGA-AC-A2FF-01A-11R-A17B-07	0.620015131	0.618313393	0.11063236	0.472417565	0.251361718	0.250072667	0.234147491	0.261994314	0.2768963	0.2766821	0.4555042	0.2522784	0.094400535	0.470156987
TCGA-AC-A2FG-01A-11R-A17B-07	0.472434319	0.451294525	0.060819622	0.457353538	0.30990497	0.291498636	0.278473741	0.326087696	0.1615866	0.161958	0.3257761	0.1365495	0.052695126	0.402565698
TCGA-AC-A2FK-01A-12R-A180-07	0.486996181	0.423647449	0.029643813	0.386491193	0.328509653	0.305856696	0.301292536	0.336487538	0.1675636	0.1679108	0.2992717	0.1095785	0.032905503	0.351870879
TCGA-AC-A2FM-01A-11R-A19W-07	0.561409402	0.351550518	0.160197537	0.500248024	0.223874023	0.209933781	0.255565348	0.255098237	0.3755614	0.3729666	0.6237682	0.176807	0.13215626	0.599283729
TCGA-AC-A2FO-01A-11R-A180-07	0.501208084	0.385268594	0.10018255	0.442502035	0.301511887	0.272922654	0.271377707	0.307283801	0.1636132	0.163909	0.4616237	0.1211939	0.05926068	0.376892987
TCGA-AC-A2QH-01A-11R-A18M-07	0.663206337	0.715963386	0.050236671	0.276741148	0.039730785	0.066902343	0.091299246	0.076203336	0.0282115	0.0279811	0.6068223	0.0739101	0.111835911	0.474703896
TCGA-AC-A2QH-01B-04R-A22O-07	0.438891257	0.558466157	0.047915965	0.17949692	0.031427841	0.038457104	0.061935046	0.053297745	0.0146703	0.0147107	0.4151893	0.062761	0.080629443	0.421461689
TCGA-AC-A2QI-01A-12R-A19W-07	0.578917224	0.593558142	0.148196919	0.52640072	0.317247232	0.294347432	0.32059357	0.336722746	0.0989364	0.0977234	0.5870685	0.1923179	0.108594614	0.522301613
TCGA-AC-A2QJ-01A-12R-A19W-07	0.618417	0.607161958	0.011118885	0.086742292	0.254464445	0.25985328	0.291452864	0.257127673	0.1205353	0.1187037	0.7386576	0.3410659	0.092134546	0.425437225
TCGA-AC-A3BB-01A-21R-A19W-07	0.555560081	0.429624825	0.132104529	0.502402349	0.362158515	0.354320176	0.333998117	0.355270257	0.1479724	0.1482513	0.58978	0.200024	0.081306863	0.430224114
TCGA-AC-A3EH-01A-22R-A22K-07	0.737937618	0.606771208	0.156057871	0.488696463	0.339290264	0.314254319	0.356485444	0.348912916	0.228842	0.2272726	0.4658745	0.2971179	0.167521632	0.575690559
TCGA-AC-A3HN-01A-11R-A213-07	0.429450393	0.378226522	0.125187782	0.548692673	0.267921956	0.255307743	0.249345759	0.279786763	0.079936	0.0804581	0.3378937	0.1283711	0.049326052	0.359741956
TCGA-AC-A3OD-01A-11R-A21T-07	0.597724193	0.52037344	0.035292283	0.280590762	0.121208848	0.116333975	0.153797894	0.160078873	0.0645297	0.0650359	0.2225469	0.0993192	0.061332319	0.372296227
TCGA-AC-A3OD-01B-06R-A22O-07	0.44331942	0.403065854	0.058949661	0.356938025	0.074832309	0.075419307	0.097703735	0.097051307	0.0558543	0.0563526	0.1975804	0.0826643	0.041423893	0.258842713
TCGA-AC-A3QP-01A-11R-A22U-07	0.483658347	0.348311369	0.108659486	0.465296495	0.386811117	0.374090842	0.382318642	0.392203309	0.1134806	0.1123645	0.6475526	0.2339053	0.091441288	0.43902192
TCGA-AC-A3QQ-01A-11R-A22K-07	0.77457586	0.724644312	0.09037966	0.464218754	0.227563153	0.218949726	0.254977224	0.264690292	0.3975409	0.3946837	0.3857813	0.4388721	0.154244561	0.55970847
TCGA-AC-A3QQ-01B-06R-A22O-07	0.785337378	0.764465073	0.013345909	0.367416035	0.172562421	0.15881261	0.189745936	0.200900106	0.3104394	0.3087822	0.4375804	0.4673192	0.120323921	0.487823622
TCGA-AC-A3TM-01A-11R-A22K-07	0.592916143	0.459074228	0.072865879	0.444603954	0.448409497	0.426310705	0.454033462	0.445587942	0.2021988	0.2004599	0.7420776	0.1686494	0.121272787	0.49972695
TCGA-AC-A3TN-01A-11R-A22K-07	0.627299786	0.448411816	0.139589793	0.494791274	0.274587947	0.216725475	0.273566056	0.311933547	0.1376024	0.1376967	0.5570315	0.1828849	0.15780109	0.539077404
TCGA-AC-A3W5-01A-11R-A22K-07	0.56598485	0.517578369	0.151548754	0.507585193	0.453008159	0.405672826	0.394369229	0.420418185	0.6673309	0.665874	0.7259455	0.6449925	0.06665945	0.458833619
TCGA-AC-A3W6-01A-12R-A22K-07	0.526416463	0.438312921	0.103882403	0.462622299	0.324432742	0.296365512	0.29400182	0.318300263	0.0590263	0.0581413	0.6098558	0.1137612	0.058702537	0.408626394
TCGA-AC-A3W7-01A-11R-A22K-07	0.531873872	0.428439155	0.0708228	0.456254986	0.356832213	0.317360101	0.32200255	0.353900276	0.0564859	0.0560436	0.4553708	0.1616379	0.064633726	0.442471537
TCGA-AC-A3YI-01A-21R-A239-07	0.60368757	0.476404423	0.069381572	0.435245544	0.448439444	0.417632609	0.406090793	0.446385057	0.1398991	0.1383226	0.716964	0.1731158	0.083100076	0.451076384
TCGA-AC-A3YJ-01A-11R-A22U-07	0.574574338	0.347996312	0.085796389	0.461580646	0.287515004	0.254651686	0.297811379	0.29426608	0.1692387	0.1670087	0.5910365	0.1171054	0.076822219	0.455435819
TCGA-AC-A5EH-01A-11R-A28M-07	0.647910421	0.539723071	0.161573801	0.489427957	0.332598649	0.332820054	0.335771571	0.337284777	0.13398	0.132025	0.6966219	0.1806983	0.131933606	0.511347041
TCGA-AC-A5XS-01A-11R-A29R-07	0.305317796	0.219088152	0.065624014	0.374109579	0.348818905	0.333854853	0.316487606	0.340749051	0.0705609	0.0710381	0.5327798	0.1083397	0.041882291	0.317883123
TCGA-AC-A5XU-01A-11R-A28M-07	0.317812658	0.23753441	0.050225288	0.358257391	0.291175298	0.304543261	0.336804636	0.301051713	0.1800893	0.1780127	0.717521	0.0718838	0.037187329	0.278755517
TCGA-AC-A62V-01A-11R-A31O-07	0.755814898	0.599979333	0.15822507	0.49034779	0.428168078	0.431429257	0.43471972	0.448759127	0.5611249	0.5594157	0.9025949	0.2636296	0.243189574	0.671129149
TCGA-AC-A62X-01A-11R-A29R-07	0.406520647	0.31183605	0.116306035	0.452988626	0.327144937	0.308864229	0.314265687	0.281314478	0.2856618	0.2854211	0.6686814	0.3639134	0.049934953	0.328124439
TCGA-AC-A62Y-01A-11R-A29R-07	0.408748915	0.295191471	0.111219465	0.454575557	0.289530586	0.289350162	0.247389406	0.291339631	0.0232743	0.0229586	0.4265582	0.0867341	0.055155646	0.342107123
TCGA-AC-A6IV-01A-12R-A33J-07	0.313006864	0.291709273	0.071153071	0.444284956	0.310846796	0.317747889	0.274919622	0.299941394	0.0305351	0.0305213	0.3934387	0.1270892	0.036863997	0.338133066
TCGA-AC-A6IW-01A-12R-A33J-07	0.333403191	0.341517613	0.080770889	0.452199661	0.272327287	0.270840223	0.27444767	0.24171326	0.0397118	0.0393035	0.5811296	0.1067889	0.04235571	0.342742563
TCGA-AC-A6IX-01A-12R-A32P-07	0.493413093	0.384750559	0.107505951	0.457237479	0.322929998	0.321836503	0.286450079	0.317633068	0.1159356	0.1164324	0.4317542	0.1297058	0.058626157	0.39137213
TCGA-AC-A6IX-06A-11R-A32P-07	0.282093663	0.224850946	0.054021742	0.36709953	0.186105561	0.165556894	0.154718276	0.187672832	0.0331054	0.0332467	0.3146173	0.0640079	0.032993418	0.263057837
TCGA-AC-A6NO-01A-12R-A33J-07	0.627677365	0.477062491	0.100913976	0.445124627	0.340464151	0.323401035	0.340397858	0.34816664	0.1384489	0.1363614	0.5492119	0.1338162	0.13737872	0.52860143
TCGA-AC-A7VB-01A-11R-A352-07	0.477700985	0.317627385	0.136399281	0.459538942	0.145588743	0.191192113	0.220115457	0.197931912	0.3930233	0.3899264	0.6280777	0.1464892	0.05593378	0.42237335
TCGA-AC-A7VC-01A-11R-A352-07	0.870710171	0.849241739	0.131273445	0.371972695	0.279481929	0.308511954	0.34573045	0.334238081	0.2756591	0.2733067	0.6720211	0.1717734	0.308648699	0.750182309
TCGA-AC-A8OP-01A-11R-A36F-07	0.421065028	0.32652555	0.109324881	0.477823257	0.177160101	0.198846974	0.15528292	0.174694495	0.054246	0.0546812	0.2556261	0.0822576	0.048109961	0.349260611
TCGA-AN-A03X-01A-21R-A00Z-07	0.671304927	0.552209342	0.162397472	0.518188395	0.427620054	0.42943491	0.40084111	0.427680711	0.2871655	0.2840849	0.7226654	0.232482	0.119671703	0.544288824
TCGA-AN-A03Y-01A-21R-A00Z-07	0.394663077	0.290024805	0.146333942	0.490491998	0.143835608	0.158224193	0.202018007	0.177120166	0.0923822	0.0910988	0.3846626	0.0592974	0.063099355	0.390397021
TCGA-AN-A041-01A-11R-A034-07	0.718108207	0.590167167	0.178388159	0.524588995	0.285416585	0.282657997	0.295000674	0.289253546	0.5151095	0.5125911	0.7514155	0.2362905	0.181367844	0.618075192
TCGA-AN-A046-01A-21R-A034-07	0.451596287	0.323033604	0.149622335	0.50910547	0.259412909	0.268963445	0.237695492	0.260545088	0.1361131	0.1362572	0.6680058	0.1187948	0.07111362	0.393202384
TCGA-AN-A049-01A-21R-A00Z-07	0.491406109	0.45586123	0.143053356	0.50645912	0.307940225	0.322089294	0.319398052	0.328963882	0.2199582	0.2198242	0.576814	0.1205066	0.07824217	0.425847553
TCGA-AN-A04A-01A-21R-A034-07	0.602572189	0.534691948	0.112870591	0.463334864	0.469380224	0.487360164	0.479067522	0.473231954	0.229888	0.2292785	0.8066751	0.1085037	0.158943685	0.569198784
TCGA-AN-A04C-01A-21R-A034-07	0.662259196	0.6395963	0.142489449	0.526566422	0.370777861	0.300477005	0.33687671	0.360257664	0.7519819	0.7518303	0.8143693	0.787392	0.15776944	0.595023738
TCGA-AN-A04D-01A-21R-A034-07	0.576550427	0.394239591	0.097756448	0.418496509	0.200879399	0.206191594	0.236534448	0.242276863	0.1883899	0.1868701	0.6189585	0.1492774	0.092213041	0.460608163
TCGA-AN-A0AJ-01A-11R-A00Z-07	0.376374224	0.497046101	0.102437816	0.447830699	0.234990424	0.223748229	0.247257572	0.222675229	0.0989906	0.0974658	0.4904551	0.1208167	0.063942626	0.361818151
TCGA-AN-A0AK-01A-21R-A00Z-07	0.513137762	0.467927705	0.079150791	0.435249572	0.231630212	0.211829111	0.286974048	0.263321092	0.4925757	0.49049	0.7488311	0.1700499	0.09801589	0.476686607
TCGA-AN-A0AL-01A-11R-A00Z-07	0.468176403	0.430914699	0.061455525	0.368956903	0.434088057	0.421161534	0.376626567	0.396761026	0.0925332	0.0910682	0.682147	0.1058634	0.025361469	0.200276395
TCGA-AN-A0AM-01A-11R-A034-07	0.26951576	0.25162384	0.064618377	0.371837589	0.270837484	0.294076483	0.305276331	0.275297082	0.0500658	0.0491748	0.6914862	0.0745156	0.040859306	0.289754403
TCGA-AN-A0AR-01A-11R-A00Z-07	0.662818882	0.564879782	0.065190181	0.332135639	0.260803146	0.272469686	0.300039324	0.266197345	0.1492513	0.1470364	0.7140241	0.2289888	0.109614552	0.638333599
TCGA-AN-A0AS-01A-11R-A00Z-07	0.463356486	0.38635155	0.158793247	0.502585682	0.296108129	0.310929765	0.307043104	0.2944421	0.0557597	0.0547915	0.6226681	0.0790381	0.093572023	0.471273128
TCGA-AN-A0AT-01A-11R-A034-07	0.258809777	0.256892973	0.043378553	0.378137414	0.32042598	0.29745042	0.325635359	0.313542429	0.0350991	0.0344282	0.462992	0.0545321	0.035747148	0.339014498
TCGA-AN-A0FD-01A-11R-A034-07	0.461678478	0.336315544	0.144507423	0.492711578	0.288252317	0.297342692	0.279291589	0.265902117	0.0772923	0.076026	0.6937515	0.1364745	0.059279913	0.393688412
TCGA-AN-A0FF-01A-11R-A034-07	0.376360472	0.31036713	0.083233091	0.416461071	0.282249029	0.29733732	0.269783308	0.286557277	0.0489977	0.0482402	0.4598411	0.0793009	0.039489433	0.292645868
TCGA-AN-A0FJ-01A-11R-A00Z-07	0.622359821	0.590965734	0.034161487	0.321736229	0.283637299	0.236293306	0.302238752	0.282950491	0.052708	0.0521867	0.4503506	0.1316853	0.097717959	0.503441464
TCGA-AN-A0FK-01A-11R-A034-07	0.606345532	0.507195547	0.131557501	0.46801988	0.263626329	0.234134861	0.270681585	0.266857068	0.122326	0.1204387	0.6511343	0.1036347	0.156383846	0.528061427
TCGA-AN-A0FL-01A-11R-A034-07	0.617010624	0.495891764	0.160290811	0.513860426	0.37225251	0.397772802	0.409367604	0.382687899	0.2147678	0.2119533	0.6820151	0.1233356	0.133508923	0.519551418
TCGA-AN-A0FN-01A-11R-A034-07	0.593032072	0.569604031	0.145987119	0.495872046	0.320065815	0.319581468	0.281487141	0.319534887	0.0685049	0.0688498	0.5511929	0.1148696	0.070578862	0.447998333
TCGA-AN-A0FS-01A-11R-A034-07	0.573704129	0.533190654	0.077382206	0.407733766	0.325841439	0.283152581	0.29697769	0.33875695	0.1165696	0.1167828	0.5244731	0.1249969	0.074152773	0.453915648
TCGA-AN-A0FT-01A-11R-A034-07	0.629561805	0.550786469	0.200211291	0.544979541	0.454065164	0.414438196	0.423125599	0.442916551	0.7715189	0.7715586	0.8512341	0.6798404	0.18050575	0.619833176
TCGA-AN-A0FV-01A-11R-A00Z-07	0.804927669	0.777299941	0.165392786	0.510479845	0.432823274	0.421873946	0.452682556	0.445907055	0.8279924	0.8281661	0.864759	0.778296	0.231792903	0.700463083
TCGA-AN-A0FW-01A-11R-A034-07	0.278734447	0.245463755	0.116404644	0.465283048	0.18008864	0.19046501	0.211286949	0.20790466	0.0320483	0.03189	0.4485162	0.0601075	0.08456033	0.45984264
TCGA-AN-A0FX-01A-11R-A034-07	0.480027303	0.405513337	0.088114944	0.471269659	0.417532522	0.429733789	0.429964326	0.41386072	0.1149845	0.1154154	0.6711323	0.1524323	0.031631163	0.293562905
TCGA-AN-A0FY-01A-11R-A034-07	0.464153128	0.402946879	0.194859975	0.504623291	0.331028212	0.328065626	0.392864901	0.360983987	0.2822998	0.2800065	0.6721457	0.0948557	0.089932467	0.532189104
TCGA-AN-A0FZ-01A-11R-A034-07	0.528483852	0.430073691	0.168864734	0.499983264	0.34191837	0.340757856	0.38706987	0.361006585	0.3082595	0.30541	0.7179788	0.1184625	0.073599334	0.43057422
TCGA-AN-A0G0-01A-11R-A034-07	0.799946896	0.737254486	0.089266835	0.468801306	0.447817489	0.461792752	0.464751404	0.438336873	0.2759026	0.2735007	0.6803893	0.338391	0.13971243	0.540792021
TCGA-AN-A0XL-01A-11R-A10J-07	0.518450159	0.5319462	0.121654982	0.489514743	0.380486427	0.339392349	0.331714812	0.391319786	0.1742329	0.1744814	0.475434	0.1642121	0.075715005	0.478745509
TCGA-AN-A0XN-01A-21R-A109-07	0.518940656	0.510012506	0.113157633	0.454498247	0.343611887	0.342904943	0.314087271	0.334998855	0.056368	0.0559052	0.6249768	0.1081388	0.075810764	0.455524086
TCGA-AN-A0XO-01A-11R-A109-07	0.544931139	0.43081951	0.093971868	0.472670934	0.417787332	0.383694864	0.408252832	0.403081156	0.116956	0.1171525	0.624481	0.1560219	0.076836367	0.440811085
TCGA-AN-A0XP-01A-11R-A109-07	0.527308862	0.409244006	0.122914584	0.493851435	0.271471431	0.257055074	0.282427978	0.285031422	0.0517027	0.0512212	0.4150157	0.110956	0.056516692	0.374217102
TCGA-AN-A0XR-01A-11R-A109-07	0.323114561	0.292398968	0.124539837	0.455733571	0.264962787	0.269850672	0.284277819	0.268144422	0.0376499	0.0370264	0.4304859	0.0419848	0.050397519	0.362555121
TCGA-AN-A0XS-01A-22R-A109-07	0.492803287	0.450131216	0.144229156	0.480017825	0.392988517	0.377180041	0.384994422	0.398282765	0.0994036	0.0987581	0.5761055	0.1170414	0.096819494	0.480069197
TCGA-AN-A0XT-01A-11R-A109-07	0.426900854	0.266945665	0.118775146	0.480511933	0.269367863	0.265968983	0.290886566	0.309875069	0.0670093	0.0659287	0.4238973	0.0658295	0.070102268	0.410314681
TCGA-AN-A0XU-01A-11R-A109-07	0.302154768	0.369468612	0.051796024	0.37138389	0.235308051	0.264415801	0.281946599	0.215784141	0.0252802	0.0249932	0.3804774	0.0824508	0.041587878	0.360961512
TCGA-AN-A0XV-01A-11R-A109-07	0.575873251	0.565331013	0.118003839	0.45351582	0.29048109	0.295981658	0.261855303	0.29092707	0.057722	0.0573631	0.4752518	0.0930767	0.09050279	0.461830264
TCGA-AN-A0XW-01A-11R-A109-07	0.437325344	0.346075427	0.076916203	0.426334949	0.351867505	0.348592482	0.338362624	0.351881446	0.0683829	0.0672887	0.651924	0.0779459	0.041108356	0.305125234
TCGA-AO-A03L-01A-41R-A056-07	0.524915756	0.466922224	0.135736402	0.515402101	0.373546318	0.394863495	0.393437522	0.394079518	0.2237357	0.220859	0.5428766	0.1578109	0.088526929	0.489442606
TCGA-AO-A03M-01B-11R-A10J-07	0.469819949	0.425931186	0.105118969	0.515144272	0.202516717	0.257301251	0.256246691	0.242169552	0.1813226	0.1806213	0.5040815	0.2042277	0.068573175	0.41734475
TCGA-AO-A03N-01B-11R-A10J-07	0.298257627	0.29200548	0.119348415	0.453449059	0.277517772	0.223377263	0.240578919	0.274905021	0.038544	0.0381316	0.4196206	0.0793084	0.067186858	0.423674835
TCGA-AO-A03O-01A-11R-A00Z-07	0.194700433	0.159089883	0.159325724	0.477267097	0.097922301	0.119695995	0.14784716	0.11892705	0.0597929	0.0587738	0.2218357	0.0630679	0.030261129	0.256083989
TCGA-AO-A03P-01A-11R-A00Z-07	0.365577021	0.295177523	0.127515938	0.46808628	0.162458813	0.154178288	0.221469846	0.199198231	0.2307994	0.228197	0.7204625	0.0943819	0.062967112	0.42183094
TCGA-AO-A03R-01A-21R-A034-07	0.485478254	0.381516578	0.078785111	0.440801456	0.346682598	0.348246142	0.34531546	0.380287847	0.04329	0.042989	0.5876933	0.0844662	0.061496109	0.400544729
TCGA-AO-A03T-01A-21R-A034-07	0.359640667	0.271856504	0.057647056	0.421683467	0.3598884	0.346502452	0.351736431	0.381274514	0.1199869	0.1201419	0.6982662	0.0869055	0.063575293	0.413388153
TCGA-AO-A03U-01B-21R-A10J-07	0.62455717	0.558306214	0.099056652	0.491527052	0.50652426	0.533553211	0.501062052	0.505340304	0.0799699	0.0797597	0.6938077	0.1311926	0.064130047	0.439115931
TCGA-AO-A03V-01A-11R-A115-07	0.399101141	0.262387713	0.120487471	0.400795452	0.296690148	0.289329328	0.325545561	0.326723299	0.1502203	0.149346	0.6484966	0.071069	0.047715756	0.452518523
TCGA-AO-A0J2-01A-11R-A034-07	0.411646265	0.308420344	0.062661507	0.428741363	0.318925984	0.280676982	0.29889288	0.293294856	0.1288142	0.1268935	0.6250778	0.1214928	0.064306364	0.374233572
TCGA-AO-A0J3-01A-11R-A034-07	0.595739645	0.382160413	0.123582751	0.408454203	0.062955925	0.069469771	0.122069679	0.095588816	0.1488926	0.147141	0.5334803	0.0686034	0.076420664	0.422785948
TCGA-AO-A0J4-01A-11R-A034-07	0.399951023	0.387259855	0.077602218	0.438968416	0.446348781	0.434101795	0.434030639	0.429164218	0.1094837	0.1100071	0.6430263	0.1760212	0.040564962	0.328113796
TCGA-AO-A0J5-01A-11R-A034-07	0.677683909	0.60504371	0.131481648	0.480455702	0.307079432	0.293330214	0.287143029	0.327893288	0.1943549	0.1923148	0.7315568	0.1627886	0.137342619	0.548951458
TCGA-AO-A0J6-01A-11R-A034-07	0.354577602	0.281678948	0.061527373	0.401928131	0.236431021	0.242741031	0.235502098	0.210219536	0.0446164	0.0449624	0.5317297	0.1441115	0.039303128	0.282233485
TCGA-AO-A0J7-01A-11R-A034-07	0.745906383	0.65211819	0.160304281	0.484016356	0.249868276	0.290703088	0.302825827	0.280637646	0.2354255	0.2326419	0.6764583	0.1687769	0.238422567	0.613965755
TCGA-AO-A0J8-01A-21R-A034-07	0.462659623	0.362633254	0.112811665	0.481406231	0.225564493	0.215848539	0.215815943	0.223616354	0.1036428	0.1039824	0.4392259	0.0986471	0.059467789	0.380237109
TCGA-AO-A0J9-01A-11R-A034-07	0.399932569	0.408036888	0.109979283	0.472159739	0.312532955	0.307715724	0.273254547	0.305984748	0.1316112	0.1320799	0.5186473	0.1208147	0.060208841	0.398387421
TCGA-AO-A0JA-01A-11R-A056-07	0.579075603	0.530627304	0.11000807	0.49703692	0.323853592	0.298507064	0.292328556	0.322143255	0.120724	0.1210008	0.5482418	0.1133209	0.097119693	0.512920201
TCGA-AO-A0JB-01A-11R-A32Y-07	0.332095555	0.292356614	0.059499432	0.3873098	0.308003938	0.293752861	0.285702568	0.314727212	0.0382045	0.0378682	0.4919516	0.0827052	0.064574763	0.4073368
TCGA-AO-A0JC-01A-11R-A056-07	0.419354307	0.340589605	0.047342945	0.396078258	0.076442264	0.090872138	0.088303175	0.077922513	0.0260608	0.0261673	0.3263813	0.0466285	0.028146271	0.177791085
TCGA-AO-A0JD-01A-11R-A056-07	0.338036989	0.3414798	0.089062619	0.427529845	0.077830841	0.090761001	0.116613727	0.100858531	0.0265678	0.0263068	0.2488547	0.0764139	0.032275488	0.267224903
TCGA-AO-A0JE-01A-11R-A056-07	0.521930424	0.450565829	0.079902553	0.468050047	0.340667546	0.349343657	0.301365838	0.323824936	0.3196103	0.3177782	0.7304549	0.271574	0.039335946	0.304873949
TCGA-AO-A0JF-01A-11R-A056-07	0.568615044	0.526355625	0.105466979	0.492872017	0.265297084	0.264789924	0.245459932	0.28081879	0.159706	0.160075	0.4900497	0.162215	0.055464276	0.374577206
TCGA-AO-A0JG-01A-31R-A084-07	0.405304579	0.407638546	0.083127484	0.461350803	0.221470563	0.191219117	0.219370666	0.236629805	0.0439165	0.043889	0.3999596	0.0692447	0.055128119	0.365072968
TCGA-AO-A0JI-01A-21R-A056-07	0.713417589	0.528513533	0.098524591	0.419529371	0.179514368	0.15109483	0.198175198	0.201333929	0.2546636	0.25163	0.5854289	0.2953911	0.128858901	0.568479992
TCGA-AO-A0JJ-01A-11R-A056-07	0.683472836	0.581233723	0.102244528	0.446247512	0.268827794	0.273228722	0.227678868	0.272198905	0.1233048	0.1237953	0.3931915	0.110628	0.055340319	0.407795494
TCGA-AO-A0JL-01A-11R-A056-07	0.576100699	0.524341889	0.017390781	0.199528631	0.358502597	0.333997132	0.362139312	0.383884915	0.2713679	0.2696473	0.7057714	0.6314963	0.128945497	0.531430884
TCGA-AO-A0JM-01A-21R-A056-07	0.710865278	0.699947062	0.18328787	0.51455218	0.388398774	0.390105197	0.394796635	0.416590762	0.5330468	0.5305106	0.7116168	0.5349797	0.132831215	0.571373509
TCGA-AO-A124-01A-11R-A10J-07	0.284158472	0.258467589	0.080104409	0.455588136	0.235911105	0.225078572	0.229809711	0.233177247	0.134749	0.1352136	0.4269009	0.1598863	0.035840518	0.330277339
