	A_no_bat_NonAdap	A_no_bat_Adap	A_combat_cov_NonAdap	A_combat_cov_adap	A_combat_wo_cov_NonAdap	A_combat_wo_cov_adap	A_combat_wo_cov_NonAdap_nofilter	A_combat_wo_cov_adap_no_filter	B_dwd_bild_f	B_dwd_bild	B_combat_wo_cov_f	B_combat_cov_f	A_dwd_bild_NonAdaptive_f	A_dwd_bild_Adaptive_f
TCGA-BH-A42V-01A-11R-A24H-07	0.169776213	0.159840114	0.033687231	0.390448307	0.312029476	0.276736212	0.298745728	0.34643174	0.0236962	0.0236622	0.3718129	0.0856268	0.02681032	0.210713756
TCGA-BH-A5IZ-01A-11R-A27Q-07	0.266961643	0.294069581	0.109452486	0.531308828	0.317769841	0.32694226	0.327856065	0.302229248	0.0406688	0.0409652	0.4340847	0.0943459	0.02909753	0.253424768
TCGA-BH-A5J0-01A-11R-A27Q-07	0.281354544	0.182518987	0.11506101	0.457772255	0.387055793	0.372510883	0.369785741	0.384039894	0.0573187	0.0567913	0.665056	0.0740013	0.040037415	0.303260102
TCGA-BH-A6R8-01A-21R-A33J-07	0.169342234	0.125259433	0.097001285	0.448057077	0.149046976	0.184914185	0.211574005	0.1903636	0.0781295	0.076896	0.4786113	0.0618191	0.026381562	0.179717437
TCGA-BH-A6R9-01A-21R-A32P-07	0.494449291	0.462112361	0.056244986	0.335848631	0.260754903	0.250891273	0.237797158	0.256285546	0.030661	0.0300766	0.4032271	0.0812171	0.059803177	0.272384882
TCGA-BH-A8FY-01A-11R-A36F-07	0.526535437	0.402410726	0.067932131	0.429570436	0.250960472	0.232746811	0.259349549	0.28565588	0.0995613	0.0979815	0.5884082	0.0953378	0.112429718	0.511956983
TCGA-BH-A8FZ-01A-11R-A352-07	0.451985405	0.30678269	0.081568267	0.516396699	0.413237876	0.401062577	0.368854778	0.422292951	0.0696754	0.0692576	0.5009993	0.1200665	0.03034774	0.258610462
TCGA-BH-A8G0-01A-11R-A352-07	0.558522052	0.497547811	0.054410797	0.416369957	0.386314547	0.370646304	0.364990439	0.388959026	0.0851547	0.0853054	0.4842091	0.1496364	0.045068727	0.3878302
TCGA-C8-A12K-01A-21R-A115-07	0.162084349	0.170658772	0.071481299	0.477570154	0.092326717	0.103873966	0.110266927	0.084957487	0.0460589	0.0465038	0.1113039	0.033733	0.021584531	0.136130791
TCGA-C8-A12L-01A-11R-A115-07	0.554992761	0.44451187	0.06316692	0.416724667	0.340242478	0.348873919	0.348166458	0.352715393	0.1739845	0.171691	0.7336947	0.1791367	0.047367323	0.36446084
TCGA-C8-A12M-01A-11R-A115-07	0.580900825	0.50736688	0.149955787	0.48657623	0.095480108	0.11950448	0.208062429	0.179091127	0.3456746	0.3433147	0.6950244	0.0983693	0.153244064	0.564342658
TCGA-C8-A12N-01A-11R-A115-07	0.372160704	0.256882436	0.106727907	0.439631028	0.334033077	0.353517748	0.333594212	0.33020031	0.0698864	0.0687898	0.6382899	0.0708141	0.053148993	0.37946826
TCGA-C8-A12O-01A-11R-A115-07	0.512337503	0.419878347	0.104423225	0.436273326	0.398736358	0.417299055	0.403918141	0.397806788	0.1408588	0.1387615	0.7525991	0.0987824	0.073888968	0.431038616
TCGA-C8-A12P-01A-11R-A115-07	0.494013792	0.612235566	0.166261683	0.504387229	0.366390819	0.33085258	0.361736574	0.339675243	0.5196784	0.5176463	0.7178533	0.3334634	0.072015926	0.450122913
TCGA-C8-A12Q-01A-11R-A115-07	0.608837859	0.56457424	0.124515124	0.519047826	0.378092292	0.380944941	0.377380376	0.386696124	0.7194398	0.717302	0.7117983	0.5041201	0.109122388	0.499534656
TCGA-C8-A12T-01A-11R-A115-07	0.798789779	0.720461464	0.18497066	0.531791202	0.502889492	0.495712975	0.529368395	0.513267774	0.8005668	0.800686	0.9103594	0.7377892	0.232620742	0.668280522
TCGA-C8-A12U-01A-11R-A115-07	0.222585624	0.16696478	0.089290688	0.45027223	0.054466263	0.074063082	0.079722073	0.061776197	0.1958295	0.1941736	0.5874698	0.0715557	0.02830905	0.26216918
TCGA-C8-A12V-01A-11R-A115-07	0.132290605	0.101088274	0.060736524	0.490706067	0.095759084	0.118394535	0.101697032	0.088424549	0.0088648	0.0088899	0.1407902	0.0382467	0.016510998	0.100923112
TCGA-C8-A12W-01A-11R-A115-07	0.549270751	0.481172574	0.118477817	0.491410562	0.488827124	0.488549348	0.505749398	0.50883506	0.4346281	0.4328825	0.8298438	0.172892	0.12201975	0.537791642
TCGA-C8-A12X-01A-11R-A115-07	0.327986687	0.181812467	0.057724016	0.407628882	0.223335964	0.202314962	0.252566803	0.250071678	0.1283046	0.1266784	0.5921847	0.1255272	0.040231427	0.31922999
TCGA-C8-A12Y-01A-11R-A12D-07	0.236564185	0.153073148	0.119171791	0.476338299	0.358743693	0.352773384	0.342897849	0.349364722	0.0668517	0.0663127	0.6502509	0.0809372	0.043930264	0.28051636
TCGA-C8-A12Z-01A-11R-A115-07	0.797279501	0.824557781	0.160906001	0.502023669	0.422531206	0.382457733	0.443008654	0.424334492	0.7918101	0.7917506	0.8264199	0.7703159	0.227885708	0.67042193
TCGA-C8-A130-01A-31R-A115-07	0.494510201	0.448147721	0.127238593	0.470497074	0.327377851	0.301831383	0.337950351	0.324300289	0.1576351	0.1553852	0.5736713	0.1230087	0.073585421	0.460662893
TCGA-C8-A131-01A-11R-A115-07	0.316328643	0.339937383	0.08543213	0.410878201	0.443049761	0.389638385	0.387843263	0.401532653	0.0505905	0.050991	0.621943	0.1043028	0.030635501	0.217859896
TCGA-C8-A132-01A-31R-A115-07	0.591662341	0.621968476	0.171925075	0.538421405	0.426412473	0.419835994	0.392448171	0.409329219	0.741928	0.7404266	0.7593193	0.5511043	0.092465693	0.529528434
TCGA-C8-A133-01A-32R-A12D-07	0.513005911	0.374425276	0.115153104	0.444203826	0.111042752	0.087979423	0.161775537	0.169710846	0.1885917	0.1862885	0.43368	0.1151797	0.075616874	0.442423456
TCGA-C8-A134-01A-11R-A115-07	0.31236413	0.273874335	0.04101588	0.337907105	0.266472352	0.301994275	0.303965996	0.272737412	0.0505438	0.0507181	0.4157137	0.0917658	0.036907559	0.280712213
TCGA-C8-A135-01A-11R-A115-07	0.615110706	0.59674626	0.103973709	0.517667435	0.357662076	0.354047034	0.33284436	0.354471971	0.524336	0.5221498	0.706026	0.6428992	0.068142095	0.405441876
TCGA-C8-A137-01A-11R-A115-07	0.727176136	0.661797464	0.146324493	0.500988906	0.398897667	0.378325648	0.390918929	0.392695964	0.7197085	0.7195218	0.8350529	0.5931747	0.163397171	0.596165541
TCGA-C8-A138-01A-11R-A115-07	0.198578001	0.193617234	0.121013099	0.443376802	0.339068517	0.299572857	0.317200709	0.329635916	0.0507669	0.0499702	0.4545319	0.0977672	0.039996026	0.283346635
TCGA-C8-A1HE-01A-11R-A13Q-07	0.510661475	0.406880059	0.138495092	0.479600648	0.207102529	0.186823208	0.216912315	0.236403927	0.057246	0.056769	0.3616984	0.0929259	0.075596876	0.449796773
TCGA-C8-A1HF-01A-11R-A137-07	0.492880187	0.538233845	0.17013609	0.543646232	0.279514337	0.270885733	0.276923518	0.263640016	0.5527219	0.5511213	0.57222	0.6311671	0.072370095	0.465710436
TCGA-C8-A1HG-01A-11R-A137-07	0.164134342	0.107059643	0.074769448	0.411562024	0.086396795	0.120879855	0.139884079	0.106694816	0.0440466	0.0432385	0.5504425	0.037144	0.028039188	0.224042486
TCGA-C8-A1HI-01A-11R-A137-07	0.27173455	0.241700487	0.059422546	0.349624619	0.319846525	0.314439602	0.319750478	0.323685268	0.0886481	0.0873191	0.6156528	0.0788987	0.033500164	0.353068788
TCGA-C8-A1HJ-01A-11R-A13Q-07	0.487627932	0.442348722	0.023947857	0.288822319	0.238134158	0.253129381	0.26368563	0.258243963	0.0346511	0.0347003	0.5619764	0.0671862	0.069454019	0.453871362
TCGA-C8-A1HK-01A-21R-A13Q-07	0.568409208	0.586580819	0.181736923	0.524761303	0.31089115	0.293435801	0.333248447	0.305868679	0.7358933	0.73566	0.7480959	0.6622343	0.140464509	0.555567292
TCGA-C8-A1HL-01A-11R-A137-07	0.541528808	0.533147338	0.158184707	0.505759328	0.299672488	0.319390602	0.342235652	0.326842312	0.3013893	0.2982033	0.7530488	0.1032617	0.130254373	0.550473852
TCGA-C8-A1HM-01A-12R-A137-07	0.176788207	0.152953214	0.126657577	0.469629864	0.11058068	0.134626919	0.14503437	0.116404946	0.0528735	0.0520017	0.2576285	0.0453492	0.029732317	0.222040295
TCGA-C8-A1HN-01A-11R-A137-07	0.593840546	0.552035508	0.148540129	0.459262162	0.264902597	0.262065347	0.264599352	0.264401562	0.4511426	0.4492201	0.7712063	0.1971127	0.099610356	0.5229832
TCGA-C8-A1HO-01A-11R-A13Q-07	0.237070199	0.131029209	0.113873715	0.419317137	0.060810437	0.087369376	0.105056869	0.07249798	0.0391705	0.0384417	0.4055592	0.0338413	0.032215705	0.240758516
TCGA-C8-A26V-01A-11R-A16F-07	0.381416987	0.377264626	0.07702272	0.440406899	0.245147894	0.259993636	0.273864366	0.258061517	0.0302647	0.0298606	0.4822399	0.0668156	0.034450588	0.263608857
TCGA-C8-A26W-01A-11R-A16F-07	0.309063012	0.229365605	0.160061286	0.517863971	0.282133257	0.301129873	0.293900443	0.292925806	0.1040497	0.1024095	0.3158006	0.1292173	0.045089681	0.361694749
TCGA-C8-A26X-01A-31R-A16F-07	0.463760866	0.356707617	0.098403051	0.462910899	0.277025543	0.295896527	0.275855538	0.273609478	0.1067935	0.1062451	0.6614452	0.1620107	0.050320566	0.359132274
TCGA-C8-A26Y-01A-11R-A16F-07	0.152710785	0.141660145	0.017233667	0.162542762	0.150849732	0.156951707	0.174854478	0.180806224	0.0322509	0.0319747	0.4824171	0.0605301	0.018730259	0.107909419
TCGA-C8-A26Z-01A-11R-A16F-07	0.567172562	0.39296209	0.155035783	0.510143	0.311345057	0.300342363	0.35049672	0.329444697	0.4027673	0.4008639	0.7597747	0.1423831	0.139637548	0.525813551
TCGA-C8-A273-01A-11R-A16F-07	0.29528771	0.260291246	0.088844775	0.441822399	0.318579144	0.315031586	0.2998251	0.306216395	0.116855	0.1153261	0.6459555	0.0846674	0.035359451	0.27728316
TCGA-C8-A274-01A-11R-A16F-07	0.534869206	0.445238966	0.131475049	0.509689868	0.209706842	0.1664776	0.185175322	0.207881255	0.1177265	0.1159002	0.4141923	0.1511147	0.076942133	0.459998407
TCGA-C8-A275-01A-21R-A16F-07	0.490041449	0.460295813	0.150072878	0.494659625	0.317295134	0.352596984	0.34628353	0.302455907	0.592015	0.5910036	0.7640778	0.5614827	0.06305573	0.41274416
TCGA-C8-A278-01A-11R-A169-07	0.424191659	0.377224006	0.167944607	0.536415542	0.243288399	0.239924498	0.239864335	0.24121541	0.3658393	0.3627729	0.5586603	0.3230457	0.055971077	0.370101487
TCGA-C8-A27A-01A-11R-A169-07	0.65856061	0.535997622	0.143207494	0.415722616	0.2180242	0.234218099	0.284806998	0.249816721	0.2006472	0.1979602	0.7435269	0.1265524	0.069600732	0.462672481
TCGA-C8-A27B-01A-11R-A169-07	0.092061692	0.095871628	0.064880564	0.44741857	0.101579652	0.10387525	0.107092996	0.118063676	0.0116095	0.0117848	0.1622434	0.0374362	0.020085304	0.118536058
TCGA-C8-A3M7-01A-12R-A21T-07	0.50014847	0.48870096	0.098181643	0.469413587	0.30710698	0.257869075	0.260092866	0.282421519	0.1167469	0.1172531	0.3492402	0.0850922	0.071082556	0.431648151
TCGA-C8-A3M8-01A-11R-A213-07	0.492894285	0.421560003	0.107183107	0.501275399	0.317585537	0.316838413	0.362423204	0.372746989	0.2111397	0.2084442	0.6931545	0.1655502	0.086148213	0.500086807
TCGA-C8-A8HP-01A-11R-A36F-07	0.353090061	0.418083869	0.129957898	0.497716467	0.438793062	0.405780994	0.425973013	0.407981719	0.6103053	0.6087984	0.7584255	0.5351167	0.063426887	0.412303528
TCGA-C8-A8HQ-01A-11R-A36F-07	0.498201737	0.509644834	0.142573413	0.485031836	0.496262376	0.462110071	0.471756982	0.475925667	0.326469	0.3241562	0.7965621	0.1635682	0.081739009	0.489035256
TCGA-C8-A8HR-01A-11R-A36F-07	0.294070681	0.246961253	0.062103749	0.427057284	0.297814749	0.307264002	0.258653261	0.289791125	0.0350751	0.0347564	0.5456413	0.0889485	0.029244254	0.256255418
TCGA-D8-A13Y-01A-11R-A115-07	0.606158508	0.495518327	0.029145565	0.226838436	0.266774858	0.27707879	0.315757609	0.272426247	0.0608124	0.0597743	0.7380421	0.0537945	0.097923596	0.417988274
TCGA-D8-A13Z-01A-11R-A115-07	0.53970102	0.54681146	0.178892611	0.539018126	0.524752107	0.4745502	0.474382376	0.479250751	0.2526561	0.2497835	0.7837519	0.1659815	0.05503826	0.410306654
TCGA-D8-A140-01A-11R-A115-07	0.416440355	0.334637703	0.094894562	0.465587044	0.103519846	0.114775311	0.120234308	0.122167041	0.0375097	0.0369237	0.1715241	0.1047164	0.044273525	0.311017821
TCGA-D8-A141-01A-11R-A115-07	0.383406276	0.378855174	0.104735783	0.472110518	0.290761568	0.300945975	0.287837065	0.298446058	0.049368	0.0485092	0.3827184	0.0776764	0.042327671	0.32158438
TCGA-D8-A142-01A-11R-A115-07	0.655817019	0.675409723	0.072835212	0.525017993	0.564144247	0.503669339	0.520441992	0.540034827	0.2638039	0.2630297	0.7759313	0.4330384	0.077651697	0.474498141
TCGA-D8-A143-01A-11R-A115-07	0.569422927	0.540934432	0.083731657	0.404377365	0.373463414	0.357970141	0.349055952	0.354368107	0.1831149	0.1809873	0.7429103	0.1340584	0.070723819	0.38320385
TCGA-D8-A145-01A-11R-A115-07	0.451983724	0.395592716	0.048901706	0.411239221	0.262516401	0.242278991	0.233476456	0.262940611	0.074698	0.0752562	0.2851351	0.0926357	0.056621192	0.383324817
TCGA-D8-A146-01A-31R-A115-07	0.633921221	0.485594752	0.082637997	0.433173205	0.385139068	0.35849557	0.344918398	0.384443686	0.067404	0.0676861	0.3802605	0.1331984	0.093603706	0.477534773
TCGA-D8-A147-01A-11R-A115-07	0.158835736	0.19629243	0.010203225	0.067461229	0.288970491	0.298994186	0.294674536	0.274778253	0.1395206	0.1399685	0.4586917	0.1336281	0.023181507	0.189343544
TCGA-D8-A1J8-01A-11R-A13Q-07	0.505063043	0.417364227	0.113205924	0.419093798	0.198560512	0.186964875	0.174546473	0.196730132	0.0626534	0.0615941	0.5688564	0.0734765	0.077430086	0.41938658
TCGA-D8-A1J9-01A-11R-A13Q-07	0.749745071	0.681440164	0.165072525	0.541180877	0.364745336	0.357193989	0.333884143	0.343628153	0.7351253	0.7347099	0.7414244	0.7122925	0.132985069	0.559649084
TCGA-D8-A1JA-01A-11R-A13Q-07	0.758742867	0.751693415	0.090619128	0.403523152	0.332617813	0.355425051	0.340519162	0.314326027	0.5766209	0.5751764	0.7027262	0.4668701	0.094065217	0.460047663
TCGA-D8-A1JB-01A-11R-A13Q-07	0.470191397	0.359419079	0.062437212	0.45790516	0.260371377	0.265166327	0.24940433	0.261918064	0.1120714	0.1125515	0.4119091	0.0917011	0.031160644	0.269428249
TCGA-D8-A1JC-01A-11R-A13Q-07	0.38798295	0.234025582	0.086906845	0.40612299	0.294783067	0.304144293	0.296797926	0.297611699	0.0785312	0.0777731	0.5358535	0.0684301	0.036213539	0.327864737
TCGA-D8-A1JD-01A-11R-A13Q-07	0.453863505	0.352937798	0.111696462	0.475887252	0.252973891	0.28598049	0.278193473	0.28130071	0.1092685	0.1076209	0.4769468	0.0993696	0.061025636	0.379127133
TCGA-D8-A1JE-01A-11R-A13Q-07	0.726505567	0.625912731	0.095957422	0.41617036	0.274445107	0.317171523	0.286707349	0.273361035	0.0564819	0.0561698	0.5037141	0.0879414	0.08534359	0.453393498
TCGA-D8-A1JF-01A-11R-A13Q-07	0.582368528	0.471521807	0.100918141	0.432855112	0.22270958	0.175100284	0.226021508	0.221238281	0.0985691	0.097541	0.5336421	0.1073681	0.078557436	0.47502541
TCGA-D8-A1JG-01B-11R-A13Q-07	0.237947335	0.187877334	0.07395354	0.439636823	0.183369914	0.201266079	0.221945067	0.189475206	0.0955858	0.0940658	0.4017157	0.0893473	0.032023605	0.258579338
TCGA-D8-A1JH-01A-11R-A13Q-07	0.499144913	0.430907236	0.09926997	0.489430525	0.332541095	0.334427981	0.331420878	0.352109012	0.0881591	0.0873889	0.5908969	0.1192495	0.050062063	0.369297402
TCGA-D8-A1JI-01A-11R-A13Q-07	0.529329312	0.323627889	0.132925312	0.438968539	0.113727161	0.128381631	0.169506737	0.160303479	0.0578886	0.0569895	0.4546175	0.0691961	0.079931341	0.448522073
TCGA-D8-A1JJ-01A-31R-A14M-07	0.48167639	0.519369068	0.112529037	0.402799637	0.304602003	0.293706094	0.281165159	0.286530146	0.0393572	0.0392954	0.636819	0.0721587	0.062679882	0.410969216
TCGA-D8-A1JK-01A-11R-A13Q-07	0.41471279	0.348316051	0.05727014	0.351163095	0.329802929	0.300447671	0.29213682	0.311554199	0.0870737	0.0872017	0.6456402	0.1121963	0.044062876	0.336210376
TCGA-D8-A1JL-01A-11R-A13Q-07	0.271501646	0.288446708	0.090233697	0.458857162	0.211936408	0.250871876	0.223314113	0.209431343	0.1223534	0.1228368	0.454843	0.0822422	0.0256635	0.234780752
TCGA-D8-A1JM-01A-11R-A13Q-07	0.539894497	0.367870312	0.058743531	0.410822164	0.120056455	0.154148283	0.171452846	0.141632963	0.0462364	0.0456533	0.60841	0.1199188	0.053091108	0.296780925
TCGA-D8-A1JN-01A-11R-A13Q-07	0.583578912	0.486873831	0.136819512	0.440694413	0.065718408	0.051174576	0.106119008	0.09267135	0.1508953	0.1487673	0.4016867	0.1078603	0.174056394	0.547880601
TCGA-D8-A1JP-01A-11R-A13Q-07	0.486747176	0.432615408	0.071744541	0.380661119	0.23711425	0.227317125	0.242567789	0.239950182	0.1013894	0.1019048	0.4546761	0.0749454	0.044852529	0.328488991
TCGA-D8-A1JS-01A-11R-A13Q-07	0.618785381	0.453560938	0.145708145	0.467038618	0.198072378	0.170713795	0.232005402	0.24738237	0.1471205	0.1452536	0.6042653	0.1207186	0.117762517	0.503606038
TCGA-D8-A1JT-01A-31R-A13Q-07	0.426038363	0.338482609	0.151444983	0.454489393	0.115949809	0.148360724	0.154037568	0.152148694	0.0360672	0.0356542	0.3231109	0.0592306	0.031646521	0.243170373
TCGA-D8-A1JU-01A-11R-A13Q-07	0.580504001	0.525799542	0.10310142	0.441860173	0.298303182	0.302880475	0.26780711	0.301194034	0.0875192	0.0873261	0.5616747	0.1508936	0.064097071	0.422188442
TCGA-D8-A1X5-01A-11R-A14D-07	0.323599912	0.235937947	0.130701201	0.440256093	0.247959806	0.255035446	0.209472478	0.228074998	0.2056398	0.2028949	0.6746809	0.1441212	0.034599308	0.368703328
TCGA-D8-A1X6-01A-11R-A14M-07	0.382451172	0.276646113	0.111657791	0.409932427	0.236491451	0.264462233	0.279227401	0.264292896	0.2168624	0.2147212	0.611966	0.0635757	0.037090556	0.349663802
TCGA-D8-A1X7-01A-11R-A14M-07	0.659551361	0.575080856	0.120370091	0.47232048	0.384012649	0.376885606	0.411311274	0.414433353	0.1278582	0.1259285	0.67101	0.0723169	0.158876953	0.557589274
TCGA-D8-A1X8-01A-11R-A14M-07	0.480363757	0.420333466	0.070614738	0.424417868	0.197686887	0.204672057	0.203680599	0.237656521	0.0347642	0.0346235	0.2406604	0.0768855	0.052932017	0.40331782
TCGA-D8-A1X9-01A-12R-A157-07	0.43634497	0.399629657	0.150608758	0.471944908	0.308646924	0.327668686	0.332446921	0.330774254	0.1677007	0.1653029	0.686452	0.0787823	0.047672083	0.367602745
TCGA-D8-A1XA-01A-11R-A14D-07	0.535909552	0.442131162	0.103652597	0.458961146	0.225137441	0.224439023	0.25885328	0.255388272	0.0485966	0.0478811	0.4765546	0.0943455	0.062391326	0.383136465
TCGA-D8-A1XB-01A-11R-A14D-07	0.569231412	0.472777331	0.070643617	0.451524241	0.319291853	0.315479304	0.327702101	0.337716279	0.0908368	0.0897166	0.5562871	0.1194136	0.073679152	0.425798614
TCGA-D8-A1XC-01A-11R-A14D-07	0.676259696	0.535097032	0.093823387	0.431088129	0.162361153	0.156810292	0.220910955	0.214898953	0.111204	0.1095101	0.5294857	0.0796527	0.173720141	0.551761836
TCGA-D8-A1XD-01A-11R-A14D-07	0.816926205	0.686198051	0.116846811	0.44324087	0.385447099	0.376247756	0.428056795	0.429430106	0.5812357	0.5798407	0.8131914	0.3174353	0.263207978	0.704548078
TCGA-D8-A1XF-01A-11R-A14D-07	0.613299888	0.357330947	0.055920735	0.356662637	0.17478153	0.186768937	0.259895994	0.217673526	0.4284566	0.4263828	0.8214007	0.1752555	0.072752134	0.505172127
TCGA-D8-A1XG-01A-11R-A14D-07	0.462134657	0.379885674	0.056580076	0.425758649	0.32204312	0.30115308	0.324530077	0.329312611	0.0217027	0.0215704	0.3594576	0.0625777	0.058743464	0.383324402
TCGA-D8-A1XJ-01A-11R-A14M-07	0.77400934	0.790807455	0.182080753	0.520202443	0.385138556	0.365551547	0.41359246	0.373838955	0.820574	0.8206306	0.8195833	0.8041476	0.217545887	0.651648162
TCGA-D8-A1XK-01A-21R-A14M-07	0.17876194	0.205852826	0.062653267	0.479720538	0.208192263	0.196140887	0.182222412	0.199880488	0.0215679	0.0211317	0.3890887	0.0546439	0.03251975	0.28127365
TCGA-D8-A1XL-01A-11R-A14M-07	0.326835569	0.231843597	0.144205599	0.487776848	0.249236568	0.26293802	0.292852315	0.268830187	0.1528827	0.1506764	0.5297804	0.1112855	0.044887669	0.299766752
TCGA-D8-A1XM-01A-21R-A14M-07	0.448354508	0.46631913	0.095319948	0.459901181	0.282088811	0.304177114	0.277780581	0.283815878	0.1575648	0.1577831	0.449347	0.1723227	0.048490993	0.389562263
TCGA-D8-A1XO-01A-11R-A14M-07	0.629323229	0.562751729	0.091204057	0.48455736	0.212003905	0.214967553	0.207810297	0.212357555	0.0596789	0.0595146	0.3480916	0.1026997	0.144184324	0.520773697
TCGA-D8-A1XQ-01A-11R-A14M-07	0.245245526	0.265879543	0.14280877	0.497994037	0.362346267	0.357441545	0.376978694	0.366436313	0.0239353	0.0235832	0.374701	0.0655892	0.045582578	0.32517175
TCGA-D8-A1XR-01A-11R-A14M-07	0.65794806	0.47814338	0.133134962	0.487674064	0.297537106	0.295275329	0.302639004	0.317133657	0.041342	0.0408917	0.4071128	0.0893663	0.114580521	0.502519829
TCGA-D8-A1XS-01A-11R-A14M-07	0.574647809	0.476046771	0.136241014	0.476000179	0.306458451	0.303607266	0.324759514	0.325749531	0.2118731	0.2092896	0.6137404	0.1310232	0.101824852	0.478807184
TCGA-D8-A1XT-01A-11R-A14M-07	0.556597074	0.639011021	0.183650706	0.524878613	0.292604326	0.291791695	0.302029485	0.295173386	0.6848153	0.6836812	0.7585484	0.6103689	0.07645385	0.437329367
TCGA-D8-A1XU-01A-11R-A14M-07	0.583449289	0.450971751	0.096650375	0.448509683	0.302213695	0.317123484	0.304430272	0.314896765	0.0766032	0.0760163	0.6330023	0.093374	0.083724269	0.426384908
TCGA-D8-A1XV-01A-11R-A14M-07	0.765393292	0.616399917	0.118601767	0.46224199	0.150817155	0.127634436	0.208575676	0.192780178	0.086449	0.0850625	0.4571461	0.0809562	0.245292446	0.584405445
TCGA-D8-A1XW-01A-11R-A14M-07	0.424701106	0.477322737	0.053987675	0.375330609	0.383013178	0.400075225	0.403454123	0.37335995	0.1111883	0.1114913	0.7198496	0.2539417	0.063549006	0.402820046
TCGA-D8-A1XY-01A-11R-A14M-07	0.495364427	0.417635269	0.0906135	0.475774021	0.325364944	0.334453004	0.31847002	0.316887921	0.0960504	0.094604	0.476766	0.1064962	0.064274863	0.423592224
TCGA-D8-A1XZ-01A-11R-A14M-07	0.390238599	0.333133107	0.116730444	0.442566911	0.245295432	0.276186876	0.286735647	0.266779421	0.1451479	0.1430504	0.7073231	0.0774936	0.049226429	0.380890083
TCGA-D8-A1Y0-01A-11R-A14M-07	0.445771566	0.333754508	0.114754733	0.482164324	0.194327313	0.211204461	0.202329881	0.201693004	0.0407041	0.0406268	0.3967027	0.0750111	0.053687221	0.325990774
TCGA-D8-A1Y1-01A-21R-A14M-07	0.579504575	0.479677626	0.152388159	0.487234203	0.409259803	0.427841856	0.408081895	0.394010529	0.2425454	0.2397986	0.7995445	0.1158055	0.096826092	0.494801777
